Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Middeltemperatur (døgn)
Vigra;SN60990;01.01.2013;8;2,2;4,9
Vigra;SN60990;02.01.2013;5,9;2,7;5,2
Vigra;SN60990;03.01.2013;8,6;4,8;7,4
Vigra;SN60990;04.01.2013;8,2;4,8;6,8
Vigra;SN60990;05.01.2013;8,4;6,4;7,4
Vigra;SN60990;06.01.2013;8,1;2,7;5,7
Vigra;SN60990;07.01.2013;8,1;3,6;6,3
Vigra;SN60990;08.01.2013;7,6;2,4;4,7
Vigra;SN60990;09.01.2013;5,3;1;3,6
Vigra;SN60990;10.01.2013;4;0,3;1,9
Vigra;SN60990;11.01.2013;1,7;-1,8;0
Vigra;SN60990;12.01.2013;0,3;-2,6;-1,4
Vigra;SN60990;13.01.2013;-0,2;-4,8;-1,8
Vigra;SN60990;14.01.2013;1,9;-4,2;-0,8
Vigra;SN60990;15.01.2013;0,5;-4,1;-0,4
Vigra;SN60990;16.01.2013;0,6;-1,6;-0,7
Vigra;SN60990;17.01.2013;0;-2,5;-2
Vigra;SN60990;18.01.2013;-1,5;-4,5;-3,7
Vigra;SN60990;19.01.2013;-1,4;-7,6;-4
Vigra;SN60990;20.01.2013;1,4;-4,9;-0,5
Vigra;SN60990;21.01.2013;1,5;-2,7;-1
Vigra;SN60990;22.01.2013;-0,5;-6;-3,1
Vigra;SN60990;23.01.2013;-0,6;-6;-3,6
Vigra;SN60990;24.01.2013;0;-5;-2,4
Vigra;SN60990;25.01.2013;3,4;-3,6;1,7
Vigra;SN60990;26.01.2013;5,2;-0,1;3,3
Vigra;SN60990;27.01.2013;6,4;-1;3,7
Vigra;SN60990;28.01.2013;7,2;3,6;5,5
Vigra;SN60990;29.01.2013;6,5;0,9;4,6
Vigra;SN60990;30.01.2013;7,4;1,7;4,8
Vigra;SN60990;31.01.2013;4,8;0,5;1,9
Vigra;SN60990;01.02.2013;2,2;-1,6;0,8
Vigra;SN60990;02.02.2013;5;1,1;3,2
Vigra;SN60990;03.02.2013;3,7;0;2,2
Vigra;SN60990;04.02.2013;4,3;1,6;3,4
Vigra;SN60990;05.02.2013;5,3;1,1;3
Vigra;SN60990;06.02.2013;3,4;-2,1;-0,2
Vigra;SN60990;07.02.2013;1,7;-6,7;-3,2
Vigra;SN60990;08.02.2013;0,1;-7,3;-2
Vigra;SN60990;09.02.2013;0,1;-4,4;-3,1
Vigra;SN60990;10.02.2013;0,5;-9,4;-2,6
Vigra;SN60990;11.02.2013;0,6;-5,7;-2,2
Vigra;SN60990;12.02.2013;-0,2;-3,9;-0,5
Vigra;SN60990;13.02.2013;1,7;-5,2;-1,4
Vigra;SN60990;14.02.2013;3,9;-7,7;2,2
Vigra;SN60990;15.02.2013;3,9;-0,3;2,4
Vigra;SN60990;16.02.2013;5,8;2,5;4,7
Vigra;SN60990;17.02.2013;7;3,8;5
Vigra;SN60990;18.02.2013;5,4;3,5;4,4
Vigra;SN60990;19.02.2013;5,6;1,1;2,6
Vigra;SN60990;20.02.2013;4,1;1,5;2,5
Vigra;SN60990;21.02.2013;3,8;1,2;2,6
Vigra;SN60990;22.02.2013;6,8;-1;1,9
Vigra;SN60990;23.02.2013;5,5;-3,2;0,8
Vigra;SN60990;24.02.2013;5,5;-1,6;2,2
Vigra;SN60990;25.02.2013;4,6;-2,4;1,3
Vigra;SN60990;26.02.2013;6,3;-0,6;5,5
Vigra;SN60990;27.02.2013;7,5;5,4;6,6
Vigra;SN60990;28.02.2013;7,4;1,2;4,3
Vigra;SN60990;01.03.2013;5,2;0,9;3,2
Vigra;SN60990;02.03.2013;7,1;1;4,2
Vigra;SN60990;03.03.2013;4;0,7;3,4
Vigra;SN60990;04.03.2013;6,1;3,4;5,4
Vigra;SN60990;05.03.2013;6,4;3,4;5
Vigra;SN60990;06.03.2013;6;1,5;3
Vigra;SN60990;07.03.2013;2,7;-0,3;1,1
Vigra;SN60990;08.03.2013;2,6;-1,1;0,4
Vigra;SN60990;09.03.2013;1,6;-2,6;-0,8
Vigra;SN60990;10.03.2013;1,2;-5,2;-2,1
Vigra;SN60990;11.03.2013;0,7;-4,7;-0,5
Vigra;SN60990;12.03.2013;2,1;-2,1;-0,1
Vigra;SN60990;13.03.2013;0,6;-11,4;-3,4
Vigra;SN60990;14.03.2013;1,7;-1,9;-0,3
Vigra;SN60990;15.03.2013;3,1;-2,8;0,5
Vigra;SN60990;16.03.2013;4,4;-1,4;1,9
Vigra;SN60990;17.03.2013;6,6;2;4,6
Vigra;SN60990;18.03.2013;6;2,2;3,2
Vigra;SN60990;19.03.2013;2,4;-1,9;-0,5
Vigra;SN60990;20.03.2013;2,5;-3,1;0,2
Vigra;SN60990;21.03.2013;5,7;-4,1;1,8
Vigra;SN60990;22.03.2013;3,1;-5,2;-0,7
Vigra;SN60990;23.03.2013;1,8;-4,4;-0,7
Vigra;SN60990;24.03.2013;5,1;-2,8;1
Vigra;SN60990;25.03.2013;5;-4,3;0,1
Vigra;SN60990;26.03.2013;4,1;-3,7;0,8
Vigra;SN60990;27.03.2013;2,6;0,2;1,3
Vigra;SN60990;28.03.2013;4,4;-1,1;0,2
Vigra;SN60990;29.03.2013;3,4;-6,3;-0,5
Vigra;SN60990;30.03.2013;4,2;-2,8;1,1
Vigra;SN60990;31.03.2013;3,5;-0,1;1,9
Vigra;SN60990;01.04.2013;5,5;0,7;2,5
Vigra;SN60990;02.04.2013;6,7;0,5;2,8
Vigra;SN60990;03.04.2013;6,7;-0,1;3,7
Vigra;SN60990;04.04.2013;5;1,8;2,8
Vigra;SN60990;05.04.2013;5,5;-4;1,5
Vigra;SN60990;06.04.2013;2,6;-0,3;0,6
Vigra;SN60990;07.04.2013;7,6;-0,3;2
Vigra;SN60990;08.04.2013;7,5;-3,4;0,9
Vigra;SN60990;09.04.2013;5,4;-4,2;1,4
Vigra;SN60990;10.04.2013;6,6;-1,6;2,2
Vigra;SN60990;11.04.2013;6,7;-2,6;2,5
Vigra;SN60990;12.04.2013;7,7;-2,5;3,4
Vigra;SN60990;13.04.2013;10,6;-0,1;4,9
Vigra;SN60990;14.04.2013;11,8;0,8;7,3
Vigra;SN60990;15.04.2013;13,3;8,2;10,2
Vigra;SN60990;16.04.2013;13,6;7,5;10,5
Vigra;SN60990;17.04.2013;11,9;5,9;6,8
Vigra;SN60990;18.04.2013;10;4,9;6,5
Vigra;SN60990;19.04.2013;7,2;2,6;4,2
Vigra;SN60990;20.04.2013;9,2;1;6,6
Vigra;SN60990;21.04.2013;11,4;6,6;9,5
Vigra;SN60990;22.04.2013;10,1;5,8;7,1
Vigra;SN60990;23.04.2013;8,4;2,9;5,9
Vigra;SN60990;24.04.2013;8,7;2,6;5,7
Vigra;SN60990;25.04.2013;9,2;3,7;5,5
Vigra;SN60990;26.04.2013;7,9;2,6;5,1
Vigra;SN60990;27.04.2013;7,8;0,7;4,5
Vigra;SN60990;28.04.2013;10;1,4;6,2
Vigra;SN60990;29.04.2013;10,6;3,3;5,9
Vigra;SN60990;30.04.2013;6,4;0,9;2,9
Vigra;SN60990;01.05.2013;9,1;1,7;5,4
Vigra;SN60990;02.05.2013;7,7;1,3;4,3
Vigra;SN60990;03.05.2013;5,5;0,5;2,5
Vigra;SN60990;04.05.2013;8,4;-0,9;4,3
Vigra;SN60990;05.05.2013;11,4;3,7;8,9
Vigra;SN60990;06.05.2013;11,6;7,5;8,3
Vigra;SN60990;07.05.2013;11,3;6,3;8,3
Vigra;SN60990;08.05.2013;16,6;6,2;11,9
Vigra;SN60990;09.05.2013;15,2;10,3;11,1
Vigra;SN60990;10.05.2013;11,8;6,9;7,7
Vigra;SN60990;11.05.2013;14;4,3;7,9
Vigra;SN60990;12.05.2013;13,2;4,7;8,6
Vigra;SN60990;13.05.2013;15,5;5,7;8,7
Vigra;SN60990;14.05.2013;13,8;2,2;8,4
Vigra;SN60990;15.05.2013;14,9;3,7;10,3
Vigra;SN60990;16.05.2013;14,9;8;10,3
Vigra;SN60990;17.05.2013;21,3;8;12,2
Vigra;SN60990;18.05.2013;16,3;8,7;11,9
Vigra;SN60990;19.05.2013;17,9;8,4;12,4
Vigra;SN60990;20.05.2013;23,6;8,4;15,1
Vigra;SN60990;21.05.2013;15,4;7,9;8,7
Vigra;SN60990;22.05.2013;8,8;5,3;6,5
Vigra;SN60990;23.05.2013;12,5;3,5;8,2
Vigra;SN60990;24.05.2013;10,4;7,8;8,4
Vigra;SN60990;25.05.2013;11;6,9;8,7
Vigra;SN60990;26.05.2013;10,2;2,9;8,2
Vigra;SN60990;27.05.2013;21;8,2;13,1
Vigra;SN60990;28.05.2013;18,5;7,8;13,9
Vigra;SN60990;29.05.2013;23,2;11;17,7
Vigra;SN60990;30.05.2013;22,4;10,5;17
Vigra;SN60990;31.05.2013;20,6;11,9;15,5
Vigra;SN60990;01.06.2013;14,5;10,7;11,4
Vigra;SN60990;02.06.2013;10,8;8,1;8,8
Vigra;SN60990;03.06.2013;13;6,1;10,1
Vigra;SN60990;04.06.2013;13,4;4,2;9,9
Vigra;SN60990;05.06.2013;16;9;10,9
Vigra;SN60990;06.06.2013;14,8;6,5;9,9
Vigra;SN60990;07.06.2013;13,6;8;10,5
Vigra;SN60990;08.06.2013;11,6;9;10,1
Vigra;SN60990;09.06.2013;11,3;9,2;10
Vigra;SN60990;10.06.2013;13,7;7,3;10,7
Vigra;SN60990;11.06.2013;15,3;8,9;11,8
Vigra;SN60990;12.06.2013;14;8,8;11,3
Vigra;SN60990;13.06.2013;17,3;10,7;13,2
Vigra;SN60990;14.06.2013;14,4;10;11,9
Vigra;SN60990;15.06.2013;17,3;10,3;12,8
Vigra;SN60990;16.06.2013;14,5;9,7;12,4
Vigra;SN60990;17.06.2013;13,6;10,4;11,4
Vigra;SN60990;18.06.2013;15;10,1;12
Vigra;SN60990;19.06.2013;16,4;10,6;13,1
Vigra;SN60990;20.06.2013;15,4;11,4;13
Vigra;SN60990;21.06.2013;14,6;10,1;12,7
Vigra;SN60990;22.06.2013;13,2;11,1;11,7
Vigra;SN60990;23.06.2013;17,7;11,4;13,3
Vigra;SN60990;24.06.2013;15,8;10,6;13
Vigra;SN60990;25.06.2013;14,3;10,8;12,1
Vigra;SN60990;26.06.2013;14,6;8,7;12,5
Vigra;SN60990;27.06.2013;16,2;11,1;13,1
Vigra;SN60990;28.06.2013;18;10,1;14
Vigra;SN60990;29.06.2013;16,9;9,8;11
Vigra;SN60990;30.06.2013;15,6;6,1;12,2
Vigra;SN60990;01.07.2013;20,5;11,6;13,3
Vigra;SN60990;02.07.2013;15,1;9,6;12,7
Vigra;SN60990;03.07.2013;17,1;9,4;14,1
Vigra;SN60990;04.07.2013;15,9;13;14
Vigra;SN60990;05.07.2013;15,7;11,9;13,2
Vigra;SN60990;06.07.2013;22,8;11,9;17
Vigra;SN60990;07.07.2013;20,9;12,2;13,4
Vigra;SN60990;08.07.2013;14,7;11;13,5
Vigra;SN60990;09.07.2013;17,9;10,7;13,1
Vigra;SN60990;10.07.2013;12,3;9,1;10,8
Vigra;SN60990;11.07.2013;15,6;9,1;12,2
Vigra;SN60990;12.07.2013;15,7;10,2;13,5
Vigra;SN60990;13.07.2013;15,9;10;12,8
Vigra;SN60990;14.07.2013;13,3;10,3;12
Vigra;SN60990;15.07.2013;13,3;10,1;11,3
Vigra;SN60990;16.07.2013;13,6;10,6;12,1
Vigra;SN60990;17.07.2013;15,3;11,5;13,6
Vigra;SN60990;18.07.2013;14,5;11,5;12,5
Vigra;SN60990;19.07.2013;13,6;10;12
Vigra;SN60990;20.07.2013;15;12,1;13,2
Vigra;SN60990;21.07.2013;13,5;11,7;12,3
Vigra;SN60990;22.07.2013;17,3;10,8;14,1
Vigra;SN60990;23.07.2013;16,3;9,6;13,5
Vigra;SN60990;24.07.2013;22,8;9,9;16,8
Vigra;SN60990;25.07.2013;18,7;13,3;15,9
Vigra;SN60990;26.07.2013;17,9;11,6;14,4
Vigra;SN60990;27.07.2013;20,7;13,3;16,5
Vigra;SN60990;28.07.2013;20,6;12;16,4
Vigra;SN60990;29.07.2013;21,4;14,6;17,4
Vigra;SN60990;30.07.2013;21,5;14,8;16,6
Vigra;SN60990;31.07.2013;16,7;12,3;14,2
Vigra;SN60990;01.08.2013;15,7;12,4;13,9
Vigra;SN60990;02.08.2013;17,7;12,9;15,7
Vigra;SN60990;03.08.2013;20,2;15,4;17,3
Vigra;SN60990;04.08.2013;20,2;14,8;17,3
Vigra;SN60990;05.08.2013;17,4;14,2;15,5
Vigra;SN60990;06.08.2013;17,6;11,8;14,4
Vigra;SN60990;07.08.2013;16,5;10,7;13,6
Vigra;SN60990;08.08.2013;15,5;12,2;13,7
Vigra;SN60990;09.08.2013;17,5;11,7;14,3
Vigra;SN60990;10.08.2013;18,6;8;13,7
Vigra;SN60990;11.08.2013;16,1;8,9;13,3
Vigra;SN60990;12.08.2013;13,4;11,8;12
Vigra;SN60990;13.08.2013;13,5;9,9;11,5
Vigra;SN60990;14.08.2013;15,1;9,5;11,6
Vigra;SN60990;15.08.2013;17,6;7,6;13,8
Vigra;SN60990;16.08.2013;16,1;12,4;14,3
Vigra;SN60990;17.08.2013;18,7;12,3;16
Vigra;SN60990;18.08.2013;18,9;14,1;16,4
Vigra;SN60990;19.08.2013;16,9;12;13,9
Vigra;SN60990;20.08.2013;15,3;11,9;13,6
Vigra;SN60990;21.08.2013;14,5;11,9;12,6
Vigra;SN60990;22.08.2013;15;6,7;12,1
Vigra;SN60990;23.08.2013;21,1;10,2;15,5
Vigra;SN60990;24.08.2013;22,2;12,7;17,3
Vigra;SN60990;25.08.2013;20,9;14,9;17,6
Vigra;SN60990;26.08.2013;20,2;15,7;18,1
Vigra;SN60990;27.08.2013;21,4;14,7;16,6
Vigra;SN60990;28.08.2013;15,2;10,6;12,9
Vigra;SN60990;29.08.2013;15,1;11,7;12,7
Vigra;SN60990;30.08.2013;20;8,5;14,5
Vigra;SN60990;31.08.2013;15,3;9,5;12
Vigra;SN60990;01.09.2013;11,6;10;10,9
Vigra;SN60990;02.09.2013;16,1;9,9;12,7
Vigra;SN60990;03.09.2013;15,4;11,1;13
Vigra;SN60990;04.09.2013;21,3;11,8;16,9
Vigra;SN60990;05.09.2013;22;11,9;17,4
Vigra;SN60990;06.09.2013;16,9;11,1;12
Vigra;SN60990;07.09.2013;15;10,9;13,6
Vigra;SN60990;08.09.2013;21,3;14;16,2
Vigra;SN60990;09.09.2013;19,7;11,3;15
Vigra;SN60990;10.09.2013;15;12,1;13,6
Vigra;SN60990;11.09.2013;16;12,4;13,3
Vigra;SN60990;12.09.2013;16,5;9,9;14,4
Vigra;SN60990;13.09.2013;16,7;10,6;12,4
Vigra;SN60990;14.09.2013;11,4;9,7;10,3
Vigra;SN60990;15.09.2013;14,4;9,8;12,3
Vigra;SN60990;16.09.2013;16,2;7,5;9,9
Vigra;SN60990;17.09.2013;16,8;7,1;12,4
Vigra;SN60990;18.09.2013;17;7,9;11,7
Vigra;SN60990;19.09.2013;15,7;6,7;12,2
Vigra;SN60990;20.09.2013;14,4;10,1;12
Vigra;SN60990;21.09.2013;14,1;9,9;12,4
Vigra;SN60990;22.09.2013;13,9;9,6;11,1
Vigra;SN60990;23.09.2013;11,8;9,1;10
Vigra;SN60990;24.09.2013;13,5;8,3;9,9
Vigra;SN60990;25.09.2013;13;4,7;9,2
Vigra;SN60990;26.09.2013;11,5;6,8;8,8
Vigra;SN60990;27.09.2013;12,1;1,8;7,8
Vigra;SN60990;28.09.2013;12,5;4,9;9,2
Vigra;SN60990;29.09.2013;12,2;9;10,8
Vigra;SN60990;30.09.2013;14,6;9,8;11,2
Vigra;SN60990;01.10.2013;14,5;5,8;10,4
Vigra;SN60990;02.10.2013;14,8;6,9;9,8
Vigra;SN60990;03.10.2013;13,3;4,6;9,4
Vigra;SN60990;04.10.2013;17,3;6,3;13,3
Vigra;SN60990;05.10.2013;16,1;9,7;11,5
Vigra;SN60990;06.10.2013;14;10;13,1
Vigra;SN60990;07.10.2013;14,4;12;13,2
Vigra;SN60990;08.10.2013;14,5;12,4;13,3
Vigra;SN60990;09.10.2013;14,4;7,6;9,4
Vigra;SN60990;10.10.2013;11;6,6;7,9
Vigra;SN60990;11.10.2013;11,4;4,9;7,9
Vigra;SN60990;12.10.2013;11,5;3,2;8,2
Vigra;SN60990;13.10.2013;11,6;8,2;9,2
Vigra;SN60990;14.10.2013;11,8;3,2;8,5
Vigra;SN60990;15.10.2013;11,6;7,5;8,6
Vigra;SN60990;16.10.2013;10,1;2,2;5,9
Vigra;SN60990;17.10.2013;7,7;2,7;5,3
Vigra;SN60990;18.10.2013;7,5;3,5;5,4
Vigra;SN60990;19.10.2013;6,3;2,7;4,5
Vigra;SN60990;20.10.2013;6,7;2,9;4,3
Vigra;SN60990;21.10.2013;11;1,5;8
Vigra;SN60990;22.10.2013;13,4;8,5;10,9
Vigra;SN60990;23.10.2013;16;10,9;12,9
Vigra;SN60990;24.10.2013;12,4;8,2;10
Vigra;SN60990;25.10.2013;9,8;7,3;8,3
Vigra;SN60990;26.10.2013;13,5;7,1;9,2
Vigra;SN60990;27.10.2013;12,8;7;10
Vigra;SN60990;28.10.2013;10,1;7,9;8,7
Vigra;SN60990;29.10.2013;9,2;6,3;7,4
Vigra;SN60990;30.10.2013;7,9;3,7;5,8
Vigra;SN60990;31.10.2013;10,6;4,3;9,3
Vigra;SN60990;01.11.2013;10,8;5,5;7,7
Vigra;SN60990;02.11.2013;9,1;6,9;7,6
Vigra;SN60990;03.11.2013;11,4;4,3;9,2
Vigra;SN60990;04.11.2013;10,4;2,6;7
Vigra;SN60990;05.11.2013;8,6;4,2;6,2
Vigra;SN60990;06.11.2013;7,2;2,7;4,7
Vigra;SN60990;07.11.2013;8,4;3,7;6,5
Vigra;SN60990;08.11.2013;8,5;5,1;7,2
Vigra;SN60990;09.11.2013;8,3;4;5,6
Vigra;SN60990;10.11.2013;6;2,4;4,7
Vigra;SN60990;11.11.2013;9,2;1,5;6,4
Vigra;SN60990;12.11.2013;9,8;4,1;-
Vigra;SN60990;13.11.2013;8,4;5,4;6,9
Vigra;SN60990;14.11.2013;9,9;6,3;8,6
Vigra;SN60990;15.11.2013;11,1;5;8,6
Vigra;SN60990;16.11.2013;11,7;6,6;10,1
Vigra;SN60990;17.11.2013;8,6;4,7;6,6
Vigra;SN60990;18.11.2013;8,6;2;5,6
Vigra;SN60990;19.11.2013;5,2;0,1;1,9
Vigra;SN60990;20.11.2013;2,9;-0,2;2,2
Vigra;SN60990;21.11.2013;6,9;2,1;4,6
Vigra;SN60990;22.11.2013;7,6;4;6
Vigra;SN60990;23.11.2013;7,7;0,3;4,2
Vigra;SN60990;24.11.2013;3,9;-0,3;2,7
Vigra;SN60990;25.11.2013;5;1,3;4,4
Vigra;SN60990;26.11.2013;9,8;5;8,6
Vigra;SN60990;27.11.2013;9,9;6,5;8,7
Vigra;SN60990;28.11.2013;8,3;3;5,6
Vigra;SN60990;29.11.2013;7,4;4,7;6,1
Vigra;SN60990;30.11.2013;7,9;3,3;6
Vigra;SN60990;01.12.2013;8,8;3;5,2
Vigra;SN60990;02.12.2013;8,8;3,6;7,7
Vigra;SN60990;03.12.2013;10;2,4;5,6
Vigra;SN60990;04.12.2013;5,9;0,6;3,8
Vigra;SN60990;05.12.2013;3,3;-4,4;-0,7
Vigra;SN60990;06.12.2013;3;-2,3;0
Vigra;SN60990;07.12.2013;1,9;-3;0,2
Vigra;SN60990;08.12.2013;1,1;-7;-1
Vigra;SN60990;09.12.2013;8,8;-4,7;5,6
Vigra;SN60990;10.12.2013;12,2;8,2;10,8
Vigra;SN60990;11.12.2013;13,5;10;12
Vigra;SN60990;12.12.2013;12,9;5,4;9,1
Vigra;SN60990;13.12.2013;6,5;2,6;4,7
Vigra;SN60990;14.12.2013;11,2;5,2;8,8
Vigra;SN60990;15.12.2013;11,4;5,1;8,4
Vigra;SN60990;16.12.2013;11,3;3;7
Vigra;SN60990;17.12.2013;7,8;3,6;6,6
Vigra;SN60990;18.12.2013;9,3;5,9;7,9
Vigra;SN60990;19.12.2013;11;6,5;8,5
Vigra;SN60990;20.12.2013;7,6;3,1;5,6
Vigra;SN60990;21.12.2013;8,8;5,1;7,6
Vigra;SN60990;22.12.2013;7,8;2,6;5
Vigra;SN60990;23.12.2013;6,1;2,9;4,6
Vigra;SN60990;24.12.2013;11,3;3,8;7,8
Vigra;SN60990;25.12.2013;10,3;3,5;8,2
Vigra;SN60990;26.12.2013;9,1;5,1;6,8
Vigra;SN60990;27.12.2013;8,5;3,2;6,7
Vigra;SN60990;28.12.2013;9,7;7,1;7,9
Vigra;SN60990;29.12.2013;7,4;3,7;4,8
Vigra;SN60990;30.12.2013;5,4;1,3;4,8
Vigra;SN60990;31.12.2013;8;5,4;6,1
Vigra;SN60990;01.01.2014;8,8;1,8;5,9
Vigra;SN60990;02.01.2014;10;2,9;8,3
Vigra;SN60990;03.01.2014;10,6;4,1;7,9
Vigra;SN60990;04.01.2014;9,7;5;8,4
Vigra;SN60990;05.01.2014;10,3;4,4;7,3
Vigra;SN60990;06.01.2014;9,8;4,2;7,6
Vigra;SN60990;07.01.2014;9,9;6,1;8,4
Vigra;SN60990;08.01.2014;9;5,3;7,4
Vigra;SN60990;09.01.2014;7,1;3,2;4,7
Vigra;SN60990;10.01.2014;5,1;0;1,8
Vigra;SN60990;11.01.2014;0,1;-4,2;-2,3
Vigra;SN60990;12.01.2014;-1,4;-5,8;-2,9
Vigra;SN60990;13.01.2014;-1,1;-6,2;-3,1
Vigra;SN60990;14.01.2014;1,1;-2,6;0,4
Vigra;SN60990;15.01.2014;1,6;-0,4;0,7
Vigra;SN60990;16.01.2014;3,6;0,3;2,8
Vigra;SN60990;17.01.2014;3,9;2,7;3,3
Vigra;SN60990;18.01.2014;3,6;2,4;3
Vigra;SN60990;19.01.2014;4,5;2,2;3,8
Vigra;SN60990;20.01.2014;5,2;3,8;4,2
Vigra;SN60990;21.01.2014;4,3;0,2;1,6
Vigra;SN60990;22.01.2014;4,1;0,6;2,6
Vigra;SN60990;23.01.2014;4,5;1,3;3,6
Vigra;SN60990;24.01.2014;4,6;1,6;3,5
Vigra;SN60990;25.01.2014;6,3;1,7;5,1
Vigra;SN60990;26.01.2014;5,6;2;3,5
Vigra;SN60990;27.01.2014;2,1;0;1,1
Vigra;SN60990;28.01.2014;5,5;0,2;3,6
Vigra;SN60990;29.01.2014;6,6;3,2;4,3
Vigra;SN60990;30.01.2014;3,5;-1,5;0,1
Vigra;SN60990;31.01.2014;2;-1,8;0,7
Vigra;SN60990;01.02.2014;6,6;-0,5;4,5
Vigra;SN60990;02.02.2014;10,3;3,6;7,6
Vigra;SN60990;03.02.2014;9,5;5,8;7,1
Vigra;SN60990;04.02.2014;9;0;4,6
Vigra;SN60990;05.02.2014;7,1;1,7;5,3
Vigra;SN60990;06.02.2014;8,7;4,4;7
Vigra;SN60990;07.02.2014;8,4;4,3;5,3
Vigra;SN60990;08.02.2014;6,9;0,1;5,4
Vigra;SN60990;09.02.2014;9,8;5,5;7,7
Vigra;SN60990;10.02.2014;8,4;3,8;6,9
Vigra;SN60990;11.02.2014;8,6;3,8;6,3
Vigra;SN60990;12.02.2014;7,4;4,2;5,6
Vigra;SN60990;13.02.2014;7,9;3,2;6,1
Vigra;SN60990;14.02.2014;8,8;4,9;7,2
Vigra;SN60990;15.02.2014;8,2;3,6;6
Vigra;SN60990;16.02.2014;6,7;3,4;4,6
Vigra;SN60990;17.02.2014;5;1,2;3,3
Vigra;SN60990;18.02.2014;6,2;-0,7;2,4
Vigra;SN60990;19.02.2014;3;-3,5;0
Vigra;SN60990;20.02.2014;3,4;-2,2;0,9
Vigra;SN60990;21.02.2014;7,4;0,2;5,7
Vigra;SN60990;22.02.2014;8,4;5,4;6,9
Vigra;SN60990;23.02.2014;8,9;5,2;7,5
Vigra;SN60990;24.02.2014;9,6;4,2;6,7
Vigra;SN60990;25.02.2014;11;3,2;7,9
Vigra;SN60990;26.02.2014;11,9;6,5;9,1
Vigra;SN60990;27.02.2014;9,4;5,7;8
Vigra;SN60990;28.02.2014;9,1;5,2;6,7
Vigra;SN60990;01.03.2014;9,5;1,3;4,6
Vigra;SN60990;02.03.2014;7,5;0,9;4,8
Vigra;SN60990;03.03.2014;8,4;3,6;5,8
Vigra;SN60990;04.03.2014;10;4;7,4
Vigra;SN60990;05.03.2014;9,4;5,4;7,7
Vigra;SN60990;06.03.2014;9,2;6,4;7,8
Vigra;SN60990;07.03.2014;7,8;3,5;5
Vigra;SN60990;08.03.2014;6,8;2,5;5,9
Vigra;SN60990;09.03.2014;11;5,3;8,5
Vigra;SN60990;10.03.2014;7,9;3,6;5,8
Vigra;SN60990;11.03.2014;8,8;4;7,3
Vigra;SN60990;12.03.2014;10;6,8;7,6
Vigra;SN60990;13.03.2014;9,7;5,9;7,4
Vigra;SN60990;14.03.2014;6,2;1,6;4,3
Vigra;SN60990;15.03.2014;4,4;0,5;2,2
Vigra;SN60990;16.03.2014;5;0,5;2,7
Vigra;SN60990;17.03.2014;5,8;0,1;2,3
Vigra;SN60990;18.03.2014;3,7;-1,4;0,9
Vigra;SN60990;19.03.2014;6,8;-0,8;3,6
Vigra;SN60990;20.03.2014;7,5;3,9;5,3
Vigra;SN60990;21.03.2014;6;2,1;4,6
Vigra;SN60990;22.03.2014;9,5;3,7;6,4
Vigra;SN60990;23.03.2014;7,1;2,7;4,4
Vigra;SN60990;24.03.2014;6,7;2,5;4,3
Vigra;SN60990;25.03.2014;9;2;4,8
Vigra;SN60990;26.03.2014;9,8;-1,1;4,3
Vigra;SN60990;27.03.2014;8,7;-0,2;5,4
Vigra;SN60990;28.03.2014;11,8;3,2;6,4
Vigra;SN60990;29.03.2014;8,4;0,6;4,8
Vigra;SN60990;30.03.2014;8,3;4,2;5,3
Vigra;SN60990;31.03.2014;6,8;-1,3;3,7
Vigra;SN60990;01.04.2014;7,1;2,3;3,9
Vigra;SN60990;02.04.2014;8,6;-1,1;4,4
Vigra;SN60990;03.04.2014;7,6;2,1;4,5
Vigra;SN60990;04.04.2014;11,8;0,9;5,9
Vigra;SN60990;05.04.2014;9,1;1,6;5,7
Vigra;SN60990;06.04.2014;9;4,8;7,2
Vigra;SN60990;07.04.2014;11,9;7,2;8,5
Vigra;SN60990;08.04.2014;9,4;3,9;7,3
Vigra;SN60990;09.04.2014;10,2;6,3;7,2
Vigra;SN60990;10.04.2014;9,4;3,4;7,4
Vigra;SN60990;11.04.2014;7,7;5,2;6,3
Vigra;SN60990;12.04.2014;8,4;5,6;6,4
Vigra;SN60990;13.04.2014;7,5;4,9;5,6
Vigra;SN60990;14.04.2014;5,5;1,9;3,8
Vigra;SN60990;15.04.2014;7,5;0,8;5,2
Vigra;SN60990;16.04.2014;11;6;8,2
Vigra;SN60990;17.04.2014;8,5;4,8;6,2
Vigra;SN60990;18.04.2014;8,6;2;6,2
Vigra;SN60990;19.04.2014;11,8;6,2;8,3
Vigra;SN60990;20.04.2014;11,8;3,9;7,4
Vigra;SN60990;21.04.2014;10,8;1,8;6,7
Vigra;SN60990;22.04.2014;11,6;5,2;7,7
Vigra;SN60990;23.04.2014;16,8;5,7;10,5
Vigra;SN60990;24.04.2014;15,3;3,4;9,5
Vigra;SN60990;25.04.2014;10,5;3,7;7,3
Vigra;SN60990;26.04.2014;11,4;4,1;7,4
Vigra;SN60990;27.04.2014;14;5,2;9,3
Vigra;SN60990;28.04.2014;9,9;3,7;6,7
Vigra;SN60990;29.04.2014;7,4;4,2;5,3
Vigra;SN60990;30.04.2014;6,1;-0,6;3,1
Vigra;SN60990;01.05.2014;6,4;-0,5;3,3
